"MonitoringPlace","DateCollected","SpeciesName","Average","CumSum_Year"
"Waitutu MP1",2013-02-14,"Mountain Beech",0,0
"Waitutu MP1",2013-05-02,"Mountain Beech",0,0
"Waitutu MP1",2013-08-03,"Mountain Beech",0,0
"Waitutu MP1",2013-11-13,"Mountain Beech",0,0
"Waitutu MP1",2013-02-14,"Silver Beech",14,14
"Waitutu MP1",2013-05-02,"Silver Beech",170,184
"Waitutu MP1",2013-08-03,"Silver Beech",30,214
"Waitutu MP1",2013-11-13,"Silver Beech",7,221
"Waitutu MP1",2014-02-26,"Mountain Beech",0,0
"Waitutu MP1",2014-05-30,"Mountain Beech",0,0
"Waitutu MP1",2014-07-27,"Mountain Beech",6,6
"Waitutu MP1",2014-11-20,"Mountain Beech",0,6
"Waitutu MP1",2014-02-26,"Silver Beech",31,31
"Waitutu MP1",2014-05-30,"Silver Beech",163,194
"Waitutu MP1",2014-07-27,"Silver Beech",8,202
"Waitutu MP1",2014-11-20,"Silver Beech",7,209
"Waitutu MP1",2015-02-13,"Mountain Beech",0,0
"Waitutu MP1",2015-05-17,"Mountain Beech",0,0
"Waitutu MP1",2015-08-10,"Mountain Beech",0,0
"Waitutu MP1",2015-11-16,"Mountain Beech",0,0
"Waitutu MP1",2015-02-13,"Silver Beech",1,1
"Waitutu MP1",2015-05-17,"Silver Beech",0,1
"Waitutu MP1",2015-08-10,"Silver Beech",0,1
"Waitutu MP1",2015-11-16,"Silver Beech",0,1
"Waitutu MP1",2016-02-13,"Mountain Beech",0,0
"Waitutu MP1",2016-05-27,"Mountain Beech",3,3
"Waitutu MP1",2016-08-21,"Mountain Beech",0,3
"Waitutu MP1",2016-11-20,"Mountain Beech",0,3
"Waitutu MP1",2016-02-13,"Silver Beech",1,1
"Waitutu MP1",2016-05-27,"Silver Beech",399,400
"Waitutu MP1",2016-08-21,"Silver Beech",61,461
"Waitutu MP1",2016-11-20,"Silver Beech",10,471
"Waitutu MP1",2017-02-17,"Mountain Beech",0,0
"Waitutu MP1",2017-05-20,"Mountain Beech",0,0
"Waitutu MP1",2017-02-17,"Silver Beech",1,1
"Waitutu MP1",2017-05-20,"Silver Beech",1,2
"Waitutu SBA",2010-10-15,"Mountain Beech",4,4
"Waitutu SBA",2010-11-24,"Mountain Beech",0,4
"Waitutu SBA",2010-10-15,"Silver Beech",10,10
"Waitutu SBA",2010-11-24,"Silver Beech",4,14
"Waitutu SBA",2011-02-23,"Mountain Beech",0,0
"Waitutu SBA",2011-05-22,"Mountain Beech",2,2
"Waitutu SBA",2011-08-13,"Mountain Beech",0,2
"Waitutu SBA",2011-11-12,"Mountain Beech",0,2
"Waitutu SBA",2011-02-23,"Silver Beech",302,302
"Waitutu SBA",2011-05-22,"Silver Beech",1348,1650
"Waitutu SBA",2011-08-13,"Silver Beech",258,1908
"Waitutu SBA",2011-11-12,"Silver Beech",89,1997
"Waitutu SBA",2012-02-17,"Mountain Beech",0,0
"Waitutu SBA",2012-05-10,"Mountain Beech",0,0
"Waitutu SBA",2012-08-16,"Mountain Beech",0,0
"Waitutu SBA",2012-11-17,"Mountain Beech",1,1
"Waitutu SBA",2012-02-17,"Silver Beech",5,5
"Waitutu SBA",2012-05-10,"Silver Beech",15,20
"Waitutu SBA",2012-08-16,"Silver Beech",8,28
"Waitutu SBA",2012-11-17,"Silver Beech",1,29
"Waitutu SBA",2013-02-14,"Mountain Beech",0,0
"Waitutu SBA",2013-05-02,"Mountain Beech",0,0
"Waitutu SBA",2013-08-02,"Mountain Beech",2,2
"Waitutu SBA",2013-11-13,"Mountain Beech",0,2
"Waitutu SBA",2013-02-14,"Silver Beech",34,34
"Waitutu SBA",2013-05-02,"Silver Beech",886,920
"Waitutu SBA",2013-08-02,"Silver Beech",151,1071
"Waitutu SBA",2013-11-13,"Silver Beech",41,1112
"Waitutu SBA",2014-02-28,"Mountain Beech",0,0
"Waitutu SBA",2014-05-30,"Mountain Beech",0,0
"Waitutu SBA",2014-07-28,"Mountain Beech",0,0
"Waitutu SBA",2014-11-20,"Mountain Beech",0,0
"Waitutu SBA",2014-02-28,"Silver Beech",278,278
"Waitutu SBA",2014-05-30,"Silver Beech",3102,3380
"Waitutu SBA",2014-07-28,"Silver Beech",72,3452
"Waitutu SBA",2014-11-20,"Silver Beech",116,3568
"Waitutu SBA",2015-02-11,"Mountain Beech",0,0
"Waitutu SBA",2015-05-17,"Mountain Beech",0,0
"Waitutu SBA",2015-08-10,"Mountain Beech",0,0
"Waitutu SBA",2015-11-15,"Mountain Beech",0,0
"Waitutu SBA",2015-02-11,"Silver Beech",10,10
"Waitutu SBA",2015-05-17,"Silver Beech",4,14
"Waitutu SBA",2015-08-10,"Silver Beech",0,14
"Waitutu SBA",2015-11-15,"Silver Beech",0,14
"Waitutu SBA",2016-02-15,"Mountain Beech",0,0
"Waitutu SBA",2016-05-25,"Mountain Beech",0,0
"Waitutu SBA",2016-08-19,"Mountain Beech",0,0
"Waitutu SBA",2016-11-11,"Mountain Beech",1,1
"Waitutu SBA",2016-02-15,"Silver Beech",2,2
"Waitutu SBA",2016-05-25,"Silver Beech",3786,3788
"Waitutu SBA",2016-08-19,"Silver Beech",430,4218
"Waitutu SBA",2016-11-11,"Silver Beech",100,4318
"Waitutu SBA",2017-02-18,"Mountain Beech",0,0
"Waitutu SBA",2017-05-17,"Mountain Beech",0,0
"Waitutu SBA",2017-02-18,"Silver Beech",12,12
"Waitutu SBA",2017-05-17,"Silver Beech",88,100
"Waitutu WWA",2010-10-15,"Mountain Beech",1,1
"Waitutu WWA",2010-11-25,"Mountain Beech",0,1
"Waitutu WWA",2010-10-15,"Silver Beech",9,9
"Waitutu WWA",2010-11-25,"Silver Beech",3,12
"Waitutu WWA",2011-05-22,"Mountain Beech",4,4
"Waitutu WWA",2011-08-13,"Mountain Beech",0,4
"Waitutu WWA",2011-11-11,"Mountain Beech",0,4
"Waitutu WWA",2011-05-22,"Silver Beech",141,141
"Waitutu WWA",2011-08-13,"Silver Beech",49,190
"Waitutu WWA",2011-11-11,"Silver Beech",9,199
"Waitutu WWA",2012-02-17,"Mountain Beech",0,0
"Waitutu WWA",2012-05-12,"Mountain Beech",4,4
"Waitutu WWA",2012-08-16,"Mountain Beech",2,6
"Waitutu WWA",2012-11-17,"Mountain Beech",0,6
"Waitutu WWA",2012-02-17,"Silver Beech",2,2
"Waitutu WWA",2012-05-12,"Silver Beech",16,18
"Waitutu WWA",2012-08-16,"Silver Beech",9,27
"Waitutu WWA",2012-11-17,"Silver Beech",0,27
"Waitutu WWA",2013-02-14,"Mountain Beech",0,0
"Waitutu WWA",2013-05-02,"Mountain Beech",0,0
"Waitutu WWA",2013-08-02,"Mountain Beech",0,0
"Waitutu WWA",2013-11-19,"Mountain Beech",0,0
"Waitutu WWA",2013-02-14,"Silver Beech",20,20
"Waitutu WWA",2013-05-02,"Silver Beech",260,280
"Waitutu WWA",2013-08-02,"Silver Beech",54,334
"Waitutu WWA",2013-11-19,"Silver Beech",7,341
"Waitutu WWA",2014-03-02,"Mountain Beech",3,3
"Waitutu WWA",2014-05-30,"Mountain Beech",50,53
"Waitutu WWA",2014-07-28,"Mountain Beech",0,53
"Waitutu WWA",2014-11-19,"Mountain Beech",3,56
"Waitutu WWA",2014-03-02,"Silver Beech",132,132
"Waitutu WWA",2014-05-30,"Silver Beech",1314,1446
"Waitutu WWA",2014-07-28,"Silver Beech",35,1481
"Waitutu WWA",2014-11-19,"Silver Beech",80,1561
"Waitutu WWA",2015-02-15,"Mountain Beech",0,0
"Waitutu WWA",2015-05-17,"Mountain Beech",1,1
"Waitutu WWA",2015-08-08,"Mountain Beech",0,1
"Waitutu WWA",2015-11-15,"Mountain Beech",0,1
"Waitutu WWA",2015-02-15,"Silver Beech",3,3
"Waitutu WWA",2015-05-17,"Silver Beech",5,8
"Waitutu WWA",2015-08-08,"Silver Beech",1,9
"Waitutu WWA",2015-11-15,"Silver Beech",0,9
"Waitutu WWA",2016-02-14,"Mountain Beech",0,0
"Waitutu WWA",2016-05-26,"Mountain Beech",9,9
"Waitutu WWA",2016-08-19,"Mountain Beech",7,16
"Waitutu WWA",2016-11-10,"Mountain Beech",2,18
"Waitutu WWA",2016-02-14,"Silver Beech",0,0
"Waitutu WWA",2016-05-26,"Silver Beech",1537,1537
"Waitutu WWA",2016-08-19,"Silver Beech",204,1741
"Waitutu WWA",2016-11-10,"Silver Beech",84,1825
"Waitutu WWA",2017-02-17,"Mountain Beech",1,1
"Waitutu WWA",2017-05-17,"Mountain Beech",2,3
"Waitutu WWA",2017-02-17,"Silver Beech",19,19
"Waitutu WWA",2017-05-17,"Silver Beech",19,38
"Walker Creek",2008-05-27,"Mountain Beech",29,29
"Walker Creek",2008-05-27,"Red Beech",173,173
"Walker Creek",2008-05-27,"Silver Beech",9,9
"Walker Creek",2009-03-02,"Mountain Beech",20,20
"Walker Creek",2009-04-02,"Mountain Beech",18,38
"Walker Creek",2009-05-01,"Mountain Beech",10,48
"Walker Creek",2009-06-19,"Mountain Beech",0,48
"Walker Creek",2009-03-02,"Red Beech",43,43
"Walker Creek",2009-04-02,"Red Beech",1437,1480
"Walker Creek",2009-05-01,"Red Beech",729,2209
"Walker Creek",2009-06-19,"Red Beech",305,2514
"Walker Creek",2009-03-02,"Silver Beech",16,16
"Walker Creek",2009-04-02,"Silver Beech",256,272
"Walker Creek",2009-05-01,"Silver Beech",166,438
"Walker Creek",2009-06-19,"Silver Beech",219,657
"Walker Creek",2010-06-04,"Mountain Beech",0,0
"Walker Creek",2010-06-04,"Red Beech",0,0
"Walker Creek",2010-06-04,"Silver Beech",0,0
"Walker Creek",2011-03-29,"Mountain Beech",0,0
"Walker Creek",2011-05-10,"Mountain Beech",8,8
"Walker Creek",2011-06-15,"Mountain Beech",0,8
"Walker Creek",2011-03-29,"Red Beech",161,161
"Walker Creek",2011-05-10,"Red Beech",131,292
"Walker Creek",2011-06-15,"Red Beech",20,312
"Walker Creek",2011-03-29,"Silver Beech",45,45
"Walker Creek",2011-05-10,"Silver Beech",14,59
"Walker Creek",2011-06-15,"Silver Beech",12,71
"Walker Creek",2012-06-02,"Mountain Beech",0,0
"Walker Creek",2012-06-02,"Red Beech",251,251
"Walker Creek",2012-06-02,"Silver Beech",7,7
"Walker Creek",2013-03-30,"Mountain Beech",0,0
"Walker Creek",2013-05-30,"Mountain Beech",0,0
"Walker Creek",2013-03-30,"Red Beech",446,446
"Walker Creek",2013-05-30,"Red Beech",717,1163
"Walker Creek",2013-03-30,"Silver Beech",15,15
"Walker Creek",2013-05-30,"Silver Beech",122,137
"Walker Creek",2014-04-27,"Mountain Beech",0,0
"Walker Creek",2014-06-07,"Mountain Beech",0,0
"Walker Creek",2014-06-27,"Mountain Beech",0,0
"Walker Creek",2014-04-27,"Red Beech",1106,1106
"Walker Creek",2014-06-07,"Red Beech",378,1484
"Walker Creek",2014-06-27,"Red Beech",39,1523
"Walker Creek",2014-04-27,"Silver Beech",326,326
"Walker Creek",2014-06-07,"Silver Beech",282,608
"Walker Creek",2014-06-27,"Silver Beech",40,648
"Walker Creek",2015-05-23,"Mountain Beech",0,0
"Walker Creek",2015-07-19,"Mountain Beech",0,0
"Walker Creek",2015-05-23,"Red Beech",6,6
"Walker Creek",2015-07-19,"Red Beech",5,11
"Walker Creek",2015-05-23,"Silver Beech",1,1
"Walker Creek",2015-07-19,"Silver Beech",0,1
"Walker Creek",2016-02-07,"Mountain Beech",0,0
"Walker Creek",2016-05-17,"Mountain Beech",0,0
"Walker Creek",2016-09-29,"Mountain Beech",1,1
"Walker Creek",2016-02-07,"Red Beech",27,27
"Walker Creek",2016-05-17,"Red Beech",8079,8106
"Walker Creek",2016-09-29,"Red Beech",717,8823
"Walker Creek",2016-02-07,"Silver Beech",0,0
"Walker Creek",2016-05-17,"Silver Beech",315,315
"Walker Creek",2016-09-29,"Silver Beech",25,340
"Wangapeka Track",2011-04-14,"Mountain Beech",0,0
"Wangapeka Track",2011-05-24,"Mountain Beech",0,0
"Wangapeka Track",2011-04-14,"Red Beech",109,109
"Wangapeka Track",2011-05-24,"Red Beech",12,121
"Wangapeka Track",2011-04-14,"Silver Beech",109,109
"Wangapeka Track",2011-05-24,"Silver Beech",157,266
"Wangapeka Track",2012-04-27,"Mountain Beech",0,0
"Wangapeka Track",2012-05-25,"Mountain Beech",1,1
"Wangapeka Track",2012-04-27,"Red Beech",996,996
"Wangapeka Track",2012-05-25,"Red Beech",149,1145
"Wangapeka Track",2012-04-27,"Silver Beech",26,26
"Wangapeka Track",2012-05-25,"Silver Beech",9,35
"Wangapeka Track",2013-03-27,"Mountain Beech",0,0
"Wangapeka Track",2013-05-15,"Mountain Beech",0,0
"Wangapeka Track",2013-05-31,"Mountain Beech",0,0
"Wangapeka Track",2013-03-27,"Red Beech",2,2
"Wangapeka Track",2013-05-15,"Red Beech",0,2
"Wangapeka Track",2013-05-31,"Red Beech",0,2
"Wangapeka Track",2013-03-27,"Silver Beech",2,2
"Wangapeka Track",2013-05-15,"Silver Beech",2,4
"Wangapeka Track",2013-05-31,"Silver Beech",0,4
"Wangapeka Track",2014-03-28,"Mountain Beech",0,0
"Wangapeka Track",2014-06-06,"Mountain Beech",0,0
"Wangapeka Track",2014-03-28,"Red Beech",851,851
"Wangapeka Track",2014-06-06,"Red Beech",1075,1926
"Wangapeka Track",2014-03-28,"Silver Beech",276,276
"Wangapeka Track",2014-06-06,"Silver Beech",469,745
"Wangapeka Track",2015-03-24,"Mountain Beech",0,0
"Wangapeka Track",2015-06-30,"Mountain Beech",0,0
"Wangapeka Track",2015-03-24,"Red Beech",6,6
"Wangapeka Track",2015-06-30,"Red Beech",9,15
"Wangapeka Track",2015-03-24,"Silver Beech",5,5
"Wangapeka Track",2015-06-30,"Silver Beech",19,24
"Wangapeka Track",2016-04-07,"Mountain Beech",0,0
"Wangapeka Track",2016-06-09,"Mountain Beech",0,0
"Wangapeka Track",2016-04-07,"Red Beech",1663,1663
"Wangapeka Track",2016-06-09,"Red Beech",541,2204
"Wangapeka Track",2016-04-07,"Silver Beech",17,17
"Wangapeka Track",2016-06-09,"Silver Beech",11,28
"Wangapeka Track",2017-02-03,"Mountain Beech",0,0
"Wangapeka Track",2017-05-03,"Mountain Beech",0,0
"Wangapeka Track",2017-05-31,"Mountain Beech",0,0
"Wangapeka Track",2017-02-03,"Red Beech",2,2
"Wangapeka Track",2017-05-03,"Red Beech",4,6
"Wangapeka Track",2017-05-31,"Red Beech",6,12
"Wangapeka Track",2017-02-03,"Silver Beech",13,13
"Wangapeka Track",2017-05-03,"Silver Beech",13,26
"Wangapeka Track",2017-05-31,"Silver Beech",22,48
"West Matukituki SF1",2014-05-29,"Mountain Beech",21,21
"West Matukituki SF1",2014-05-29,"Red Beech",2962,2962
"West Matukituki SF1",2014-05-29,"Silver Beech",225,225
"West Matukituki SF1",2015-05-27,"Mountain Beech",1,1
"West Matukituki SF1",2015-05-27,"Red Beech",1,1
"West Matukituki SF1",2015-05-27,"Silver Beech",1,1
"West Matukituki SF1",2016-05-24,"Mountain Beech",250,250
"West Matukituki SF1",2016-05-24,"Red Beech",3348,3348
"West Matukituki SF1",2016-05-24,"Silver Beech",23,23
"West Matukituki SF1",2017-06-16,"Mountain Beech",4,4
"West Matukituki SF1",2017-06-16,"Red Beech",171,171
"West Matukituki SF1",2017-06-16,"Silver Beech",159,159
"West Matukituki SF2",2014-05-29,"Mountain Beech",38,38
"West Matukituki SF2",2014-05-29,"Red Beech",0,0
"West Matukituki SF2",2014-05-29,"Silver Beech",5714,5714
"West Matukituki SF2",2015-05-27,"Mountain Beech",0,0
"West Matukituki SF2",2015-05-27,"Red Beech",0,0
"West Matukituki SF2",2015-05-27,"Silver Beech",15,15
"West Matukituki SF2",2016-05-24,"Mountain Beech",30,30
"West Matukituki SF2",2016-05-24,"Red Beech",0,0
"West Matukituki SF2",2016-05-24,"Silver Beech",608,608
"West Matukituki SF2",2017-06-16,"Mountain Beech",5,5
"West Matukituki SF2",2017-06-16,"Red Beech",0,0
"West Matukituki SF2",2017-06-16,"Silver Beech",882,882
"Woolshed Hill",2012-10-24,"Mountain Beech",486,486
"Woolshed Hill",2012-10-26,"Mountain Beech",46,532
"Woolshed Hill",2012-10-24,"Red Beech",484,484
"Woolshed Hill",2012-10-26,"Red Beech",0,484
"Woolshed Hill",2013-02-25,"Mountain Beech",12,12
"Woolshed Hill",2013-02-27,"Mountain Beech",4,16
"Woolshed Hill",2013-02-28,"Mountain Beech",3,19
"Woolshed Hill",2013-05-07,"Mountain Beech",2,21
"Woolshed Hill",2013-05-08,"Mountain Beech",38,59
"Woolshed Hill",2013-11-04,"Mountain Beech",0,59
"Woolshed Hill",2013-11-05,"Mountain Beech",0,59
"Woolshed Hill",2013-02-25,"Red Beech",0,0
"Woolshed Hill",2013-02-27,"Red Beech",0,0
"Woolshed Hill",2013-02-28,"Red Beech",0,0
"Woolshed Hill",2013-05-07,"Red Beech",0,0
"Woolshed Hill",2013-05-08,"Red Beech",0,0
"Woolshed Hill",2013-11-04,"Red Beech",0,0
"Woolshed Hill",2013-11-05,"Red Beech",0,0
"Woolshed Hill",2014-02-12,"Mountain Beech",83,83
"Woolshed Hill",2014-02-13,"Mountain Beech",53,136
"Woolshed Hill",2014-05-08,"Mountain Beech",5432,5568
"Woolshed Hill",2014-05-09,"Mountain Beech",5465,11033
"Woolshed Hill",2014-02-12,"Red Beech",53,53
"Woolshed Hill",2014-02-13,"Red Beech",10,63
"Woolshed Hill",2014-05-08,"Red Beech",3,66
"Woolshed Hill",2014-05-09,"Red Beech",1792,1858
"Woolshed Hill",2015-02-10,"Mountain Beech",222,222
"Woolshed Hill",2015-03-05,"Mountain Beech",19,241
"Woolshed Hill",2015-05-01,"Mountain Beech",16,257
"Woolshed Hill",2015-02-10,"Red Beech",0,0
"Woolshed Hill",2015-03-05,"Red Beech",1,1
"Woolshed Hill",2015-05-01,"Red Beech",0,1
"Woolshed Hill",2016-05-02,"Mountain Beech",3275,3275
"Woolshed Hill",2016-05-02,"Red Beech",348,348
"Woolshed Hill",2017-02-16,"Mountain Beech",38,38
"Woolshed Hill",2017-05-02,"Mountain Beech",31,69
"Woolshed Hill",2017-02-16,"Red Beech",1,1
"Woolshed Hill",2017-05-02,"Red Beech",3,4
